PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CALUMET,11,PLAYGROUND,OUTDOOR
,,,
CALUMET,11,BASEBALL SR,OUTDOOR
,,,
CALUMET,11,BASEBALL SR,OUTDOOR
,,,
CALUMET,11,BASEBALL SR,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TENNIS COURT,OUTDOOR
,,,
CALUMET,11,TRACK,OUTDOOR
,,,
CARMEN,1085,PLAYGROUND PARK,OUTDOOR
,,,
CARPENTER (PHILO),1086,PLAYGROUND PARK,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASKETBALL COURT,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASKETBALL COURT,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,FITNESS CENTER,INDOOR
,,,
CARVER (GEORGE WASHINGTON),255,GYMNASIUM,INDOOR
,,,
CARVER (GEORGE WASHINGTON),255,POOL (INDOOR),INDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,PLAYGROUND,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,PLAYGROUND,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,VOLLEYBALL (SAND),OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASEBALL SR,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASEBALL SR,OUTDOOR
,,,
CATALPA,372,PLAYGROUND PARK,OUTDOOR
,,,
CATALPA,372,SPRAY FEATURE,OUTDOOR
,,,
CEDAR,1279,PLAYGROUND PARK,OUTDOOR
,,,
CEDAR,1279,SPRAY FEATURE,OUTDOOR
,,,
CENTRAL,1087,PLAYGROUND PARK,OUTDOOR
,,,
CHALLENGER,488,DOG FRIENDLY AREA,OUTDOOR
,,,
CHASE (SALMON),103,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CHASE (SALMON),103,FITNESS CENTER,INDOOR
,,,
CHASE (SALMON),103,GYMNASIUM,INDOOR
,,,
CHASE (SALMON),103,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CHASE (SALMON),103,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CHASE (SALMON),103,POOL (OUTDOOR),OUTDOOR
,,,
CHASE (SALMON),103,PLAYGROUND,OUTDOOR
,,,
CHASE (SALMON),103,TENNIS COURT,OUTDOOR
,,,
CHASE (SALMON),103,TENNIS COURT,OUTDOOR
,,,
CHASE (SALMON),103,TENNIS COURT,OUTDOOR
,,,
CHASE (SALMON),103,TENNIS COURT,OUTDOOR
,,,
CHASE (SALMON),103,TRACK,OUTDOOR
,,,
CHESTNUT,1275,BASKETBALL COURT,OUTDOOR
,,,
CHESTNUT,1275,PLAYGROUND PARK,OUTDOOR
,,,
CHICAGO WOMEN'S PARK AND GARDENS,550,GARDEN,OUTDOOR
,,,
CHIPPEWA,167,BASKETBALL COURT,OUTDOOR
,,,
CHIPPEWA,167,BASKETBALL COURT,OUTDOOR
,,,
CHIPPEWA,167,PLAYGROUND,OUTDOOR
,,,
CHIPPEWA,167,SPRAY FEATURE,OUTDOOR
,,,
CHOPIN (FREDERIC),146,BASKETBALL COURT,OUTDOOR
,,,
CHOPIN (FREDERIC),146,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR
,,,
CHOPIN (FREDERIC),146,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CHOPIN (FREDERIC),146,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CHOPIN (FREDERIC),146,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CHOPIN (FREDERIC),146,PLAYGROUND,OUTDOOR
,,,
CHOPIN (FREDERIC),146,VOLLEYBALL (SAND),OUTDOOR
,,,
CHOPIN (FREDERIC),146,SPRAY FEATURE,OUTDOOR
,,,
CHOPIN (FREDERIC),146,BASEBALL SR,OUTDOOR
,,,
CHOPIN (FREDERIC),146,TENNIS COURT,OUTDOOR
,,,
CHOPIN (FREDERIC),146,TENNIS COURT,OUTDOOR
,,,
CHOPIN (FREDERIC),146,TENNIS COURT,OUTDOOR
,,,
CHOPIN (FREDERIC),146,TENNIS COURT,OUTDOOR
,,,
CHRISTIANA,1089,BASKETBALL COURT,OUTDOOR
,,,
CHRISTIANA,1089,PLAYGROUND PARK,OUTDOOR
,,,
CHURCHILL FIELD,412,DOG FRIENDLY AREA,OUTDOOR
,,,
CHURCHILL FIELD,412,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CLAREMONT,400,PLAYGROUND,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,BASKETBALL COURT,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,FITNESS CENTER,INDOOR
,,,
CLARENDON COMM. CTR.,1002,GYMNASIUM,INDOOR
,,,
CLARENDON COMM. CTR.,1002,BOCCE COURT,SPECIAL
,,,
CLARENDON COMM. CTR.,1002,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,PLAYGROUND,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,SPRAY FEATURE,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,BASEBALL SR,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,TENNIS COURT,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,TENNIS COURT,OUTDOOR
,,,
CLARK (JOHN),1026,BASKETBALL COURT,OUTDOOR
,,,
CLARK (JOHN),1026,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CLARK (JOHN),1026,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CLARK (JOHN),1026,POOL (OUTDOOR),OUTDOOR
,,,
CLARK (JOHN),1026,PLAYGROUND,OUTDOOR
,,,
CLARK (RICHARD),457,BOAT LAUNCH NON-MOTORIZED,OUTDOOR
,,,
CLARK (RICHARD),457,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CLARK (RICHARD),457,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CLARK (RICHARD),457,MOUNTAIN BIKE TRAIL,SPECIAL
,,,
CLOVER,1277,BASKETBALL COURT,OUTDOOR
,,,
CLOVER,1277,PLAYGROUND PARK,OUTDOOR
,,,
CLYBOURN (ARCHIBALD),1091,BASKETBALL COURT,OUTDOOR
,,,
CLYBOURN (ARCHIBALD),1091,PLAYGROUND PARK,OUTDOOR
,,,
COCHRAN (JOHN),420,PLAYGROUND PARK,OUTDOOR
,,,
COLE (NAT KING),270,BASKETBALL COURT,OUTDOOR
,,,
COLE (NAT KING),270,BASKETBALL COURT,OUTDOOR
,,,
COLE (NAT KING),270,HORSESHOE COURT,OUTDOOR
,,,
COLE (NAT KING),270,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
COLE (NAT KING),270,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
COLE (NAT KING),270,PLAYGROUND,OUTDOOR
,,,
COLE (NAT KING),270,SPRAY FEATURE,OUTDOOR
,,,
COLEMAN (BESSIE),292,PLAYGROUND PARK,OUTDOOR
,,,
COLEMAN (BESSIE),292,SPRAY FEATURE,OUTDOOR
,,,
COLISEUM,507,DOG FRIENDLY AREA,OUTDOOR
,,,
COLUMBIA BEACH,1251,BEACH,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASKETBALL COURT,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASKETBALL COURT,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASKETBALL COURT,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,CASTING PIER,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,FITNESS CENTER,INDOOR
,,,
COLUMBUS (CHRISTOPHER),209,GARDEN,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,GOLF COURSE,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,GYMNASIUM,INDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,POOL (OUTDOOR),OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,PLAYGROUND,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,SPRAY FEATURE,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASEBALL SR,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASEBALL SR,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,TENNIS COURT,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,TENNIS COURT,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,TENNIS COURT,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,TENNIS COURT,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,TENNIS COURT,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,TENNIS COURT,OUTDOOR
,,,
COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASKETBALL COURT,OUTDOOR
,,,
COMMERCIAL CLUB PGD. OF CHICAGO,1006,GYMNASIUM,INDOOR
,,,
COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
COMMERCIAL CLUB PGD. OF CHICAGO,1006,PLAYGROUND,OUTDOOR
,,,
COMMERCIAL CLUB PGD. OF CHICAGO,1006,SPRAY FEATURE,OUTDOOR
,,,
COOPER (JACK),287,BASKETBALL COURT,OUTDOOR
,,,
COOPER (JACK),287,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
COOPER (JACK),287,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
COOPER (JACK),287,PLAYGROUND,OUTDOOR
,,,
COOPER (JACK),287,TENNIS COURT,OUTDOOR
,,,
COOPER (JACK),287,TENNIS COURT,OUTDOOR
,,,
COOPER (JACK),287,VOLLEYBALL,OUTDOOR
,,,
CORNELL (PAUL),378,PLAYGROUND PARK,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,BASKETBALL COURT,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,BASKETBALL COURT,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,GYMNASIUM,INDOOR
,,,
CORNELL (PAUL) SQUARE,5,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,POOL (OUTDOOR),OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,PLAYGROUND,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,SPRAY FEATURE,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,TENNIS COURT,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,TENNIS COURT,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,TENNIS COURT,OUTDOOR
,,,
COSME (MARGARET),176,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
COSME (MARGARET),176,PLAYGROUND,OUTDOOR
,,,
COSME (MARGARET),176,TENNIS COURT,OUTDOOR
,,,
COSME (MARGARET),176,TENNIS COURT,OUTDOOR
,,,
COSME (MARGARET),176,TENNIS COURT,OUTDOOR
,,,
COTTON TAIL,480,PLAYGROUND,OUTDOOR
,,,
COTTONWOOD,416,PLAYGROUND PARK,OUTDOOR
,,,
CRAGIN,131,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CRAGIN,131,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CRAGIN,131,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CRAGIN,131,PLAYGROUND,OUTDOOR
,,,
CRAGIN,131,SPORT ROLLER COURT,OUTDOOR
,,,
CRAGIN,131,SPRAY FEATURE,OUTDOOR
,,,
CRAGIN,131,TENNIS COURT,OUTDOOR
,,,
CRAGIN,131,TENNIS COURT,OUTDOOR
,,,
CRAWFORD (PETER),359,PLAYGROUND PARK,OUTDOOR
,,,
CRAWFORD (PETER),359,SPRAY FEATURE,OUTDOOR
,,,
CRESCENT,47,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CRESCENT,47,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CRESCENT,47,PLAYGROUND,OUTDOOR
,,,
CRESCENT,47,TENNIS COURT,OUTDOOR
,,,
CRESCENT,47,TENNIS COURT,OUTDOOR
,,,
CURIE (MARIE),408,BASKETBALL COURT,OUTDOOR
,,,
CURIE (MARIE),408,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CURIE (MARIE),408,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CURIE (MARIE),408,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CURIE (MARIE),408,GYMNASIUM,INDOOR
,,,
CURIE (MARIE),408,POOL (INDOOR),INDOOR
,,,
CURIE (MARIE),408,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CURIE (MARIE),408,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CURIE (MARIE),408,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
CURIE (MARIE),408,BASEBALL SR,OUTDOOR
,,,
CURIE (MARIE),408,VOLLEYBALL,OUTDOOR
,,,
DALEY (RICHARD J.),530,BOAT LAUNCH MOTORIZED,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL COURT,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL COURT,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,HORSESHOE COURT,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,POOL (OUTDOOR),OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,PLAYGROUND,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,SPRAY FEATURE,OUTDOOR
,,,
DAVIS (MARGARET),1092,BASKETBALL COURT,OUTDOOR
,,,
DAVIS (MARGARET),1092,PLAYGROUND PARK,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,FITNESS CENTER,INDOOR
,,,
DAWES (CHARLES G.),239,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DAWES (CHARLES G.),239,BASKETBALL COURT,OUTDOOR
,,,
DAWES (CHARLES G.),239,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DAWES (CHARLES G.),239,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DAWES (CHARLES G.),239,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DAWES (CHARLES G.),239,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DAWES (CHARLES G.),239,PLAYGROUND,OUTDOOR
,,,
DAWES (CHARLES G.),239,SPRAY FEATURE,OUTDOOR
,,,
DAWES (CHARLES G.),239,BASEBALL SR,OUTDOOR
,,,
DEAN,1027,PLAYGROUND,OUTDOOR
,,,
DEAN,1027,SPRAY FEATURE,OUTDOOR
,,,
DEARBORN (HENRY),465,FITNESS COURSE,OUTDOOR
,,,
HUMBOLDT (BARON VON),219,WETLAND AREA,OUTDOOR
,,,
WARREN (LAURENCE),428,HANDBALL/RACQUET (IN),INDOOR
,,,
WARREN (LAURENCE),428,SHUFFLEBOARD,SPECIAL
,,,
OGDEN (WILLIAM),8,CAROUSEL,SPECIAL
,,,
JACKSON (ANDREW),19,WATER PLAYGROUND,OUTDOOR
,,,
WASHINGTON (HAROLD),494,MODEL YACHT BASIN,SPECIAL
,,,
DEBOW (RUSSELL),405,PLAYGROUND,OUTDOOR
,,,
DEGEORGE (BERNICE),1093,PLAYGROUND PARK,OUTDOOR
,,,
DEJULIO (ANTHONY),366,PLAYGROUND PARK,OUTDOOR
,,,
D'ELIA (AILEEN),390,PLAYGROUND PARK,OUTDOOR
,,,
DICKINSON (ARTHUR),1211,PLAYGROUND,OUTDOOR
,,,
DICKINSON (ARTHUR),1211,SPRAY FEATURE,OUTDOOR
,,,
DIXON (LORRAINE),1210,PLAYGROUND,OUTDOOR
,,,
DOBSON,1094,PLAYGROUND PARK,OUTDOOR
,,,
DOGWOOD,344,PLAYGROUND PARK,OUTDOOR
,,,
DOGWOOD,344,SPRAY FEATURE,OUTDOOR
,,,
DONOVAN (GEORGE),1029,BASKETBALL COURT,OUTDOOR
,,,
DONOVAN (GEORGE),1029,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DONOVAN (GEORGE),1029,PLAYGROUND,OUTDOOR
,,,
DONOVAN (GEORGE),1029,SPRAY FEATURE,OUTDOOR
,,,
DONOVAN (GEORGE),1029,BASEBALL SR,OUTDOOR
,,,
DONOVAN (GEORGE),1029,BASEBALL SR,OUTDOOR
,,,
DONOVAN (GEORGE),1029,VOLLEYBALL,OUTDOOR
,,,
DOOLEY (THOMAS),296,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DOOLEY (THOMAS),296,PLAYGROUND,OUTDOOR
,,,
DOUGHERTY (DANIEL),368,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DOUGHERTY (DANIEL),368,BASEBALL SR,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASKETBALL COURT,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,CASTING PIER,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,CULTURAL CENTER,SPECIAL
,,,
DOUGLAS (STEPHEN),218,FITNESS CENTER,INDOOR
,,,
DOUGLAS (STEPHEN),218,GARDEN,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,GOLF COURSE,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,GYMNASIUM,INDOOR
,,,
DOUGLAS (STEPHEN),218,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,GOLF PUTTING GREEN,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,POOL (OUTDOOR),OUTDOOR
,,,
DOUGLAS (STEPHEN),218,PLAYGROUND,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,PLAYGROUND,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,PLAYGROUND,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,PLAYGROUND,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,PLAYGROUND,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,SPRAY FEATURE,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,SPRAY FEATURE,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,SPRAY FEATURE,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASEBALL SR,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,TENNIS COURT,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,TENNIS COURT,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,TENNIS COURT,OUTDOOR
,,,
LINCOLN (ABRAHAM),100,CHESS PAVILLION,SPECIAL
,,,
LINCOLN (ABRAHAM),100,LAGOON,OUTDOOR
,,,
LINCOLN (ABRAHAM),100,LAGOON,OUTDOOR
,,,
MARQUETTE (JACQUES),10,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,BASKETBALL COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,BASKETBALL COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,BASKETBALL COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,CASTING PIER,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MARQUETTE (JACQUES),10,GOLF COURSE,OUTDOOR
,,,
MARQUETTE (JACQUES),10,GOLF DRIVING RANGE,OUTDOOR
,,,
MARQUETTE (JACQUES),10,GYMNASIUM,INDOOR
,,,
MARQUETTE (JACQUES),10,GYMNASIUM,INDOOR
,,,
MARQUETTE (JACQUES),10,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MARQUETTE (JACQUES),10,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MARQUETTE (JACQUES),10,PLAYGROUND,OUTDOOR
,,,
MARQUETTE (JACQUES),10,PLAYGROUND,OUTDOOR
,,,
MARQUETTE (JACQUES),10,SPRAY FEATURE,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (jACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,TRACK,OUTDOOR
,,,
MARSHFIELD,1046,BASKETBALL COURT,OUTDOOR
,,,
MARSHFIELD,1046,PLAYGROUND,OUTDOOR
,,,
MARSHFIELD,1046,SPRAY FEATURE,OUTDOOR
,,,
MARTIN (JOHNNY),447,PLAYGROUND PARK,OUTDOOR
,,,
MASON (ELIZABETH),1164,PLAYGROUND,OUTDOOR
,,,
MASON (ELIZABETH),1164,SPRAY FEATURE,OUTDOOR
,,,
MATANKY (EUGENE),168,PLAYGROUND,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,BASKETBALL COURT,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,BASKETBALL COURT,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,PLAYGROUND,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,BASEBALL SR,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,TENNIS COURT,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,TENNIS COURT,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,TENNIS COURT,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,TENNIS COURT,OUTDOOR
,,,
